id,host_id,country,latitude,longitude,property_type,room_type,bathrooms,price,review_scores_rating
9184051,24231645,Argentina,-34.58911,-58.44041,Apartment,Entire home/apt,1,3651,91
9186134,46881807,Argentina,-34.58831,-58.44289,Apartment,Entire home/apt,1,2722,96
9189126,39861844,Argentina,-34.57881,-58.43115,Apartment,Entire home/apt,1,1195,100
9190924,39940762,Argentina,-34.59031,-58.39456,Apartment,Private room,1,1659,99
9194016,47828424,Argentina,-34.6183,-58.43684,Apartment,Entire home/apt,1,1261,94
9194390,47830176,Argentina,-34.59743,-58.37517,Apartment,Entire home/apt,1,2323,93
9195223,47829209,Argentina,-34.59312,-58.3861,Condominium,Entire home/apt,1,2655,100
9198365,34350130,Argentina,-34.59944,-58.4016,Apartment,Entire home/apt,1,1859,91
9202168,47864145,Argentina,-34.5992,-58.37667,Apartment,Entire home/apt,1,3120,90
9209769,47898726,Argentina,-34.59923,-58.43754,Condominium,Private room,1,266,94
9216305,23381751,Argentina,-34.58568,-58.4242,Apartment,Entire home/apt,1,1593,96
9217546,10168497,Argentina,-34.62219,-58.37643,Guesthouse,Private room,2,1328,94
9227878,25240917,Argentina,-34.54767,-58.4707,Apartment,Entire home/apt,1,531,100
9235857,48005753,Argentina,-34.56208,-58.46445,Apartment,Private room,1,398,94
9236019,47982480,Argentina,-34.58161,-58.42237,Apartment,Entire home/apt,1,3850,98
9248318,70966,Argentina,-34.58737,-58.38535,Apartment,Entire home/apt,1,3253,90
9250810,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,89
9251167,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,89
9251393,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,85
9252078,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,92
9253586,48075259,Argentina,-34.61375,-58.37046,House,Private room,1,1394,96
9260283,4435671,Argentina,-34.59243,-58.38987,Apartment,Entire home/apt,1,3850,88
9268504,44165967,Argentina,-34.59306,-58.43792,Condominium,Entire home/apt,1,1859,88
9270479,10836440,Argentina,-34.58982,-58.40507,Apartment,Entire home/apt,1,2655,96
9277234,25132503,Argentina,-34.56562,-58.45321,House,Private room,2,597,20
9278705,5148101,Argentina,-34.55659,-58.44857,Serviced apartment,Entire home/apt,1,3983,93
9280076,7598829,Argentina,-34.61559,-58.37655,Apartment,Private room,1,1328,94
9281257,48197653,Argentina,-34.57858,-58.39818,Apartment,Private room,1,1659,99
9287189,7879252,Argentina,-34.58099,-58.44047,Apartment,Entire home/apt,1,4713,99
9287402,417090,Argentina,-34.589,-58.40014,Apartment,Entire home/apt,1,4514,97
9289385,43341304,Argentina,-34.55914,-58.44691,Apartment,Entire home/apt,1,1859,80
9290602,39077376,Argentina,-34.6159,-58.37624,Apartment,Entire home/apt,1,2788,90
9293804,36816642,Argentina,-34.58804,-58.38271,Apartment,Entire home/apt,1,6970,95
9296196,13834947,Argentina,-34.58611,-58.41123,Apartment,Entire home/apt,1,3651,96
9300878,24715479,Argentina,-34.58794,-58.39907,Apartment,Entire home/apt,1,1527,98
9301882,44387755,Argentina,-34.61531,-58.38206,Loft,Entire home/apt,1,1991,97
9310903,13135325,Argentina,-34.61915,-58.37333,Loft,Private room,1,730,93
9326095,39077376,Argentina,-34.616,-58.3773,Apartment,Entire home/apt,1,2788,87
9327490,48410968,Argentina,-34.58631,-58.44404,Apartment,Entire home/apt,1,332,94
9329544,24551555,Argentina,-34.60703,-58.39384,Apartment,Entire home/apt,1,597,100
9331369,32940684,Argentina,-34.59905,-58.42656,Apartment,Private room,1,730,100
9337110,38807007,Argentina,-34.60853,-58.39032,Apartment,Entire home/apt,1,2124,95
9342745,35103638,Argentina,-34.57983,-58.43955,Apartment,Entire home/apt,1,6638,94
9355275,24715479,Argentina,-34.58104,-58.43467,Loft,Entire home/apt,1,6306,96
9357799,21730279,Argentina,-34.58928,-58.3822,Apartment,Entire home/apt,1,4647,95
9366142,41811412,Argentina,-34.62205,-58.36745,Apartment,Private room,1,2522,90
9366751,8409585,Argentina,-34.59497,-58.41225,Apartment,Entire home/apt,1,2589,96
9367095,35721695,Argentina,-34.59206,-58.3922,Apartment,Entire home/apt,1,1261,80
9379729,4176789,Argentina,-34.59783,-58.39401,Apartment,Entire home/apt,2,4647,97
9383512,48680169,Argentina,-34.59182,-58.4228,Apartment,Entire home/apt,1,4580,99
9385265,2001042,Argentina,-34.5835,-58.42583,Apartment,Entire home/apt,1,2589,100
9385372,48687955,Argentina,-34.58281,-58.4341,Apartment,Private room,1,2323,96
9387966,25530331,Argentina,-34.59003,-58.42853,Apartment,Entire home/apt,1,2788,100
9389233,48704433,Argentina,-34.63328,-58.41301,House,Entire home/apt,2,9426,100
9392517,46739956,Argentina,-34.59517,-58.40788,Apartment,Entire home/apt,1,266,80
9400967,24231645,Argentina,-34.58892,-58.44011,Apartment,Entire home/apt,1,3651,93
9401051,27594774,Argentina,-34.59256,-58.42615,Apartment,Entire home/apt,1,2058,97
9401863,48758498,Argentina,-34.578,-58.43724,Apartment,Entire home/apt,1,2191,50
9406375,48777047,Argentina,-34.61099,-58.41018,Apartment,Private room,2,996,100
9410746,48795423,Argentina,-34.60716,-58.38868,Apartment,Entire home/apt,1,2323,94
9423941,48856583,Argentina,-34.58045,-58.4349,Apartment,Entire home/apt,1,2191,97
9424628,48859186,Argentina,-34.57932,-58.43937,Condominium,Entire home/apt,1,332,94
9425233,48861613,Argentina,-34.58757,-58.4325,Apartment,Entire home/apt,1,3319,99
9426520,48866643,Argentina,-34.59342,-58.39455,Apartment,Entire home/apt,1,8961,95
9434965,39758006,Argentina,-34.60126,-58.37104,Apartment,Entire home/apt,1,2788,92
9442304,14507025,Argentina,-34.56251,-58.44754,Apartment,Entire home/apt,2,3319,80
9450416,48970482,Argentina,-34.58467,-58.42185,Apartment,Entire home/apt,1,3319,94
9451925,48978522,Argentina,-34.5917,-58.39261,Apartment,Entire home/apt,3,3983,94
9456219,49002363,Argentina,-34.55327,-58.46291,Apartment,Private room,1,1792,87
9463214,49013119,Argentina,-34.57849,-58.47758,House,Private room,2,465,94
9470081,49079458,Argentina,-34.56236,-58.46641,Condominium,Entire home/apt,2,1527,100
9473007,49094475,Argentina,-34.57219,-58.47225,Apartment,Entire home/apt,2,730,100
9473906,25602761,Argentina,-34.59513,-58.41482,Apartment,Entire home/apt,1,2124,97
9476810,49118799,Argentina,-34.59331,-58.4094,Condominium,Entire home/apt,1,2058,97
9477699,49124399,Argentina,-34.58711,-58.40093,Apartment,Entire home/apt,1,6638,94
9486533,24715479,Argentina,-34.58352,-58.41855,Apartment,Private room,1,1062,98
9487851,11458705,Argentina,-34.5632,-58.4556,Guest suite,Private room,1,1394,100
9488407,49171203,Argentina,-34.62152,-58.44942,Apartment,Entire home/apt,1,3651,100
9489157,13460485,Argentina,-34.59323,-58.37867,Apartment,Private room,1,1195,94
9490777,49190861,Argentina,-34.59453,-58.38276,Condominium,Entire home/apt,3,1925,94
9492923,49201665,Argentina,-34.58535,-58.42976,Loft,Entire home/apt,1,996,94
9494909,49211202,Argentina,-34.5957,-58.3941,Apartment,Entire home/apt,1,2655,88
9495427,49206391,Argentina,-34.58949,-58.39594,Apartment,Entire home/apt,1,3253,95
9495558,48247539,Argentina,-34.575,-58.44406,Apartment,Entire home/apt,1,2589,94
9502714,49248460,Argentina,-34.58641,-58.42357,Apartment,Entire home/apt,1,3319,99
9503701,2638586,Argentina,-34.57788,-58.4237,Apartment,Entire home/apt,2,2788,94
9503898,5760553,Argentina,-34.61813,-58.43016,Apartment,Private room,2,1659,100
9504449,42514336,Argentina,-34.59181,-58.3983,Apartment,Entire home/apt,1,1925,90
9506235,39628203,Argentina,-34.56,-58.4828,Apartment,Entire home/apt,1,1792,93
9506454,3299057,Argentina,-34.62222,-58.38,Apartment,Entire home/apt,1,1991,97
9507033,4159891,Argentina,-34.59278,-58.41156,Apartment,Entire home/apt,1,1659,98
9509201,15900304,Argentina,-34.58154,-58.42637,Apartment,Entire home/apt,1,2390,80
9509313,49275481,Argentina,-34.61895,-58.37493,Apartment,Entire home/apt,1,1460,95
9509487,15900304,Argentina,-34.59266,-58.41896,Apartment,Entire home/apt,1,1859,78
9509689,15900304,Argentina,-34.58049,-58.42813,Apartment,Entire home/apt,1,2323,86
9513791,49296299,Argentina,-34.59595,-58.40816,Apartment,Entire home/apt,1,2522,91
9520452,49296593,Argentina,-34.56716,-58.49074,House,Entire home/apt,2,797,94
9525350,14922136,Argentina,-34.53887,-58.46545,Apartment,Entire home/apt,1,1726,99
9527199,6306874,Argentina,-34.59125,-58.41993,Apartment,Entire home/apt,1,2655,95
9531323,9264323,Argentina,-34.59216,-58.39443,Apartment,Private room,1,929,100
9538957,1167817,Argentina,-34.59341,-58.39709,Serviced apartment,Entire home/apt,1,11948,100
9542006,49419902,Argentina,-34.6398,-58.41702,House,Private room,2,199,94
9543736,12264930,Argentina,-34.59016,-58.39126,Apartment,Entire home/apt,1,4647,94
9544078,49008441,Argentina,-34.5561,-58.47843,Apartment,Private room,1,465,100
9545477,38179307,Argentina,-34.5884,-58.42347,Apartment,Entire home/apt,2,14604,100
9556085,49480723,Argentina,-34.58827,-58.43237,Apartment,Entire home/apt,1,4647,100
9562319,49507667,Argentina,-34.60642,-58.43252,Apartment,Entire home/apt,1,2191,94
9571137,8877145,Argentina,-34.58161,-58.43832,House,Private room,1,863,98
9573418,19445315,Argentina,-34.59069,-58.37939,Apartment,Entire home/apt,1,2854,95
9575317,8093823,Argentina,-34.58731,-58.41372,Apartment,Entire home/apt,1,4248,96
9575361,40959877,Argentina,-34.59519,-58.39955,Loft,Entire home/apt,1,2655,60
9576158,39077376,Argentina,-34.59778,-58.40259,Apartment,Entire home/apt,1,3916,94
9584059,10149939,Argentina,-34.58536,-58.41214,Apartment,Entire home/apt,1,797,95
9587529,49624989,Argentina,-34.5971,-58.37498,Apartment,Entire home/apt,1,797,80
9592814,49650384,Argentina,-34.58746,-58.50563,Apartment,Shared room,1,199,94
9593588,28021667,Argentina,-34.59095,-58.39898,Apartment,Entire home/apt,1,3983,94
9593613,21636793,Argentina,-34.61429,-58.44404,House,Private room,2,2722,94
9594672,3599987,Argentina,-34.58906,-58.40725,Apartment,Private room,1,996,67
9597288,35111274,Argentina,-34.5771,-58.42445,Apartment,Entire home/apt,1,3053,100
9603105,13278469,Argentina,-34.60045,-58.37573,Apartment,Entire home/apt,1,2257,98
9604679,28652764,Argentina,-34.58743,-58.38985,Apartment,Entire home/apt,2,11285,94
9606231,1969422,Argentina,-34.57351,-58.44662,Loft,Entire home/apt,1,2323,94
9606595,13000005,Argentina,-34.5902,-58.42108,Apartment,Entire home/apt,1,1925,96
9607489,49713768,Argentina,-34.59977,-58.49656,Condominium,Entire home/apt,1,2323,99
9608164,35067450,Argentina,-34.59454,-58.41642,Apartment,Entire home/apt,1,2323,98
9612593,41199693,Argentina,-34.60504,-58.38072,Apartment,Entire home/apt,1,1128,80
9613066,21636793,Argentina,-34.61184,-58.42052,Apartment,Entire home/apt,1,1195,93
9615303,230692,Argentina,-34.58577,-58.42419,Apartment,Entire home/apt,1,4315,99
9616322,5268363,Argentina,-34.58236,-58.43202,Apartment,Entire home/apt,1,4049,97
9623249,49780763,Argentina,-34.58833,-58.41504,Apartment,Entire home/apt,1,2522,88
9626979,49795366,Argentina,-34.59908,-58.40319,Apartment,Private room,0,1128,99
9628374,40577025,Argentina,-34.56553,-58.45969,Apartment,Private room,1,863,98
9634511,49823617,Argentina,-34.60743,-58.39578,Apartment,Entire home/apt,1,18918,50
9635204,23463028,Argentina,-34.5856,-58.43851,Loft,Entire home/apt,1,2788,100
9635295,49828879,Argentina,-34.59763,-58.37901,Apartment,Entire home/apt,1,1925,91
9645397,28102156,Argentina,-34.56339,-58.44144,Apartment,Entire home/apt,1,3518,100
9650216,31035769,Argentina,-34.59247,-58.40347,Apartment,Entire home/apt,1,6638,94
9652583,9891715,Argentina,-34.62629,-58.42883,Apartment,Entire home/apt,1,4514,94
9653650,49903139,Argentina,-34.59788,-58.41881,Apartment,Entire home/apt,1,398,94
9658127,40727703,Argentina,-34.59393,-58.38074,Apartment,Entire home/apt,2,3850,100
9659289,49926615,Argentina,-34.58191,-58.44094,Apartment,Entire home/apt,1,4315,95
9659318,49926436,Argentina,-34.56989,-58.44187,Apartment,Entire home/apt,1,2323,98
9661075,21064365,Argentina,-34.58096,-58.40577,Condominium,Entire home/apt,1,5642,94
9664786,1864747,Argentina,-34.61082,-58.4219,House,Private room,1,1128,97
9664836,49947478,Argentina,-34.60352,-58.38029,Apartment,Entire home/apt,1,1328,100
9668312,4801159,Argentina,-34.59058,-58.40862,Apartment,Entire home/apt,1,1659,95
9674945,1493242,Argentina,-34.59082,-58.41585,Apartment,Entire home/apt,1,2921,87
9678791,50004724,Argentina,-34.59495,-58.39426,Loft,Entire home/apt,1,1527,100
9682460,33610631,Argentina,-34.60358,-58.38058,Apartment,Entire home/apt,1,2655,100
9693616,40692486,Argentina,-34.57529,-58.48114,Apartment,Entire home/apt,1,996,97
9695940,1717203,Argentina,-34.57441,-58.422,Apartment,Entire home/apt,1,1925,97
9697011,14434399,Argentina,-34.61612,-58.37494,Apartment,Entire home/apt,1,2124,96
9697278,50078209,Argentina,-34.56067,-58.46563,Apartment,Entire home/apt,1,332,94
9704256,50108026,Argentina,-34.5508,-58.46659,Apartment,Entire home/apt,1,1394,98
9704672,50110312,Argentina,-34.60506,-58.41323,Apartment,Entire home/apt,1,1859,97
9709301,14486153,Argentina,-34.5711,-58.43262,Apartment,Entire home/apt,1,863,98
9724375,31035769,Argentina,-34.59261,-58.40377,Apartment,Entire home/apt,1,5310,93
9724394,31035769,Argentina,-34.59078,-58.41635,Apartment,Entire home/apt,1,4315,92
9724517,11483615,Argentina,-34.56497,-58.46553,Apartment,Entire home/apt,1,3916,96
9725399,2597734,Argentina,-34.6034,-58.39009,Apartment,Entire home/apt,1,3983,100
9730105,2776576,Argentina,-34.55946,-58.46699,Apartment,Entire home/apt,2,1991,93
9735218,38507726,Argentina,-34.58633,-58.41312,Apartment,Private room,1,133,94
9738182,28074169,Argentina,-34.59492,-58.3937,Apartment,Entire home/apt,1,2655,94
9750681,50289715,Argentina,-34.60487,-58.38258,Condominium,Entire home/apt,1,4647,94
9752082,30108284,Argentina,-34.57947,-58.44138,Apartment,Entire home/apt,1,1991,96
9752594,1864747,Argentina,-34.61036,-58.42177,House,Private room,1,1062,90
9755201,3954147,Argentina,-34.58471,-58.40974,Apartment,Entire home/apt,3,5841,94
9755823,669759,Argentina,-34.59563,-58.37501,Apartment,Entire home/apt,2,12612,100
9756652,7660046,Argentina,-34.57531,-58.486,Apartment,Shared room,1,929,84
9756899,50317601,Argentina,-34.56649,-58.4646,Apartment,Entire home/apt,2,7965,94
9773935,50377557,Argentina,-34.59728,-58.38358,Apartment,Entire home/apt,1,1328,90
9775837,50398758,Argentina,-34.59337,-58.40084,Apartment,Private room,1,996,97
9775925,50399159,Argentina,-34.57773,-58.43551,Apartment,Entire home/apt,1,2987,100
9776174,4222364,Argentina,-34.57862,-58.43804,Apartment,Entire home/apt,1,2655,91
9777933,5242095,Argentina,-34.58135,-58.48204,Apartment,Private room,1,1460,94
9778019,50408327,Argentina,-34.57332,-58.43292,Apartment,Entire home/apt,1,3651,96
9782302,50427537,Argentina,-34.60441,-58.43786,Condominium,Entire home/apt,1,1328,98
9785105,20931960,Argentina,-34.59893,-58.37365,Apartment,Entire home/apt,1,2323,100
9788879,28343136,Argentina,-34.62327,-58.39021,Apartment,Private room,1,929,90
9791553,21464756,Argentina,-34.59205,-58.42184,Apartment,Private room,1,199,93
9791964,24577041,Argentina,-34.57686,-58.43525,Apartment,Entire home/apt,1,3651,100
9802756,49903524,Argentina,-34.54998,-58.45435,Apartment,Entire home/apt,1,2323,95
9806683,25100069,Argentina,-34.59547,-58.44034,Apartment,Entire home/apt,1,929,94
9808286,50530803,Argentina,-34.6098,-58.39457,Apartment,Private room,2,730,94
9810433,6133197,Argentina,-34.58901,-58.42021,Condominium,Private room,1,1991,94
9816725,45589775,Argentina,-34.58723,-58.40641,Apartment,Entire home/apt,1,1792,93
9822475,1977904,Argentina,-34.58251,-58.40091,Apartment,Private room,1,1195,96
9823262,50595980,Argentina,-34.57668,-58.43349,Apartment,Private room,1,797,94
9823764,50598163,Argentina,-34.61924,-58.42544,House,Entire home/apt,1,332,94
9826790,50610820,Argentina,-34.54864,-58.45798,Apartment,Entire home/apt,1,1991,80
9836283,50653027,Argentina,-34.58237,-58.42149,Apartment,Entire home/apt,1,3651,93
9837889,35067450,Argentina,-34.59412,-58.41481,Apartment,Entire home/apt,1,2655,96
9844743,8488654,Argentina,-34.5569,-58.45915,Apartment,Entire home/apt,2,2854,93
9853093,2404211,Argentina,-34.58007,-58.43084,Apartment,Private room,1,1328,98
9860028,50750762,Argentina,-34.60057,-58.43402,Apartment,Entire home/apt,1,1726,100
9861149,21451522,Argentina,-34.59155,-58.39397,Apartment,Entire home/apt,1,597,94
9865053,49745103,Argentina,-34.62816,-58.49117,Apartment,Entire home/apt,1,3319,94
9874011,50810034,Argentina,-34.61287,-58.4001,Apartment,Private room,1,398,85
9876228,50819655,Argentina,-34.58915,-58.39053,Apartment,Entire home/apt,2,730,94
9877467,50823481,Argentina,-34.58987,-58.40264,Apartment,Entire home/apt,1,3385,95
9896364,39077376,Argentina,-34.61598,-58.37948,Apartment,Entire home/apt,1,2788,88
9897404,39077376,Argentina,-34.61681,-58.37498,Apartment,Entire home/apt,1,2788,82
9897935,20905593,Argentina,-34.59018,-58.42939,House,Private room,1,2655,94
9899039,6696929,Argentina,-34.55947,-58.47528,Apartment,Entire home/apt,1,1792,94
9900069,983761,Argentina,-34.58726,-58.4358,Apartment,Entire home/apt,1,1328,86
9905123,642182,Argentina,-34.5964,-58.48835,Apartment,Entire home/apt,1,3651,100
9905964,32490632,Argentina,-34.56946,-58.45363,Apartment,Entire home/apt,1,398,100
9917383,24290222,Argentina,-34.57834,-58.43732,Condominium,Entire home/apt,1,2456,98
9925555,51020688,Argentina,-34.5844,-58.40528,Apartment,Entire home/apt,2,2987,100
9926911,51027847,Argentina,-34.61782,-58.37201,Apartment,Private room,1,1195,80
9933726,51012566,Argentina,-34.6029,-58.44797,House,Private room,1,797,94
9934137,51060869,Argentina,-34.60803,-58.4443,House,Entire home/apt,1,3319,94
9937861,23090989,Argentina,-34.55491,-58.46445,Apartment,Entire home/apt,1,2390,96
9938445,51075578,Argentina,-34.59207,-58.39391,Apartment,Private room,2,1460,94
9939510,51084551,Argentina,-34.5852,-58.44483,Guest suite,Entire home/apt,1,1792,93
9941835,51093642,Argentina,-34.61834,-58.37984,Condominium,Entire home/apt,1,2655,96
9942789,51098145,Argentina,-34.61234,-58.43715,Apartment,Entire home/apt,1,1527,98
9952986,51146172,Argentina,-34.58122,-58.43271,Apartment,Entire home/apt,2,398,94
9953684,38964140,Argentina,-34.55137,-58.46714,Apartment,Entire home/apt,1,2655,98
9954188,7204352,Argentina,-34.58794,-58.42506,Loft,Private room,1,3319,99
9965476,4986026,Argentina,-34.59244,-58.42477,House,Entire home/apt,2,4647,93
9974479,10499928,Argentina,-34.59841,-58.40363,Apartment,Entire home/apt,1,1925,94
9974701,10499928,Argentina,-34.59966,-58.40215,Apartment,Entire home/apt,1,1925,100
9985820,51303935,Argentina,-34.56503,-58.45472,Apartment,Entire home/apt,2,6638,94
9985860,51308057,Argentina,-34.54251,-58.4708,House,Private room,1,3518,94
9986972,51313486,Argentina,-34.60624,-58.43177,Apartment,Entire home/apt,1,1792,100
9989655,51324645,Argentina,-34.58164,-58.42632,Apartment,Entire home/apt,1,2323,98
9990219,25917342,Argentina,-34.5972,-58.38916,Loft,Entire home/apt,1,2323,100
9990557,51091811,Argentina,-34.59376,-58.43827,Apartment,Entire home/apt,1,2655,98
9998989,51361523,Argentina,-34.59067,-58.39569,Condominium,Entire home/apt,1,398,90
9999329,7387526,Argentina,-34.60997,-58.36385,Apartment,Entire home/apt,1,7501,98
9999597,1409800,Argentina,-34.59285,-58.41133,Serviced apartment,Hotel room,1,2655,91
10011810,23968367,Argentina,-34.58468,-58.42313,House,Private room,1,597,100
10016257,1938212,Argentina,-34.58888,-58.42237,Apartment,Entire home/apt,1,1460,100
10018070,51443920,Argentina,-34.61372,-58.37814,Apartment,Entire home/apt,1,1328,94
10019740,51449967,Argentina,-34.62827,-58.40722,Apartment,Private room,1,2124,94
10022291,24824548,Argentina,-34.58082,-58.47183,House,Private room,2,730,90
10024236,39077376,Argentina,-34.61546,-58.3766,Apartment,Entire home/apt,1,2788,30
10024640,39077376,Argentina,-34.61712,-58.37604,Apartment,Entire home/apt,1,2788,82
10032019,51455910,Argentina,-34.59851,-58.40849,Apartment,Entire home/apt,1,3319,94
10034327,1482817,Argentina,-34.5855,-58.42975,Apartment,Private room,1,1328,80
10034772,51513442,Argentina,-34.61318,-58.43682,Apartment,Entire home/apt,1,1394,94
10035216,5393424,Argentina,-34.61533,-58.43259,Apartment,Entire home/apt,1,398,94
10037661,3381459,Argentina,-34.59446,-58.44444,Apartment,Private room,1,2655,100
10040900,12450540,Argentina,-34.58878,-58.386,Apartment,Entire home/apt,1,3850,100
10050466,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,90
10055137,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2655,92
10059467,51622438,Argentina,-34.59068,-58.38751,Apartment,Entire home/apt,2,5310,96
10065598,319901,Argentina,-34.58235,-58.42373,Apartment,Entire home/apt,1,4315,98
10066893,27283956,Argentina,-34.55827,-58.45513,Condominium,Entire home/apt,1,1792,96
10070360,15900304,Argentina,-34.59053,-58.41909,Apartment,Entire home/apt,1,1991,89
10071183,15900304,Argentina,-34.59057,-58.41984,Apartment,Entire home/apt,1,1991,87
10075621,21135309,Argentina,-34.64163,-58.48092,Apartment,Private room,1,199,94
10082569,51737190,Argentina,-34.57801,-58.4087,Apartment,Entire home/apt,1,2987,94
10084567,20781912,Argentina,-34.57278,-58.44064,Apartment,Entire home/apt,1,1859,100
10084590,43301661,Argentina,-34.61929,-58.37582,Apartment,Entire home/apt,1,2191,94
10097512,51816893,Argentina,-34.57633,-58.43822,Apartment,Private room,1,1128,99
10097888,51818219,Argentina,-34.56289,-58.44269,Apartment,Entire home/apt,1,2323,94
10115582,42077542,Argentina,-34.60398,-58.37456,Apartment,Entire home/apt,1,2921,100
10117715,51921941,Argentina,-34.58213,-58.43323,Apartment,Entire home/apt,1,2390,98
10117948,23743419,Argentina,-34.59677,-58.3915,Apartment,Entire home/apt,1,1659,95
10118592,51926089,Argentina,-34.53603,-58.46861,Apartment,Private room,1,996,94
10118634,51925544,Argentina,-34.5685,-58.45899,Apartment,Entire home/apt,1,465,94
10119994,51933194,Argentina,-34.61587,-58.40561,House,Private room,1,996,100
10120326,51935181,Argentina,-34.58475,-58.41005,Apartment,Entire home/apt,1,3916,95
10121363,51938916,Argentina,-34.58318,-58.42578,Apartment,Private room,2,1859,94
10133312,51992360,Argentina,-34.53587,-58.46767,Loft,Entire home/apt,1,3319,99
10133672,39826338,Argentina,-34.577,-58.43018,Apartment,Entire home/apt,2,16595,90
10137191,20488213,Argentina,-34.60463,-58.38573,Apartment,Private room,1,863,94
10138765,4776702,Argentina,-34.58834,-58.42574,House,Entire home/apt,1,8961,70
10147979,52081066,Argentina,-34.59179,-58.4087,Apartment,Entire home/apt,1,1859,96
10148478,560338,Argentina,-34.59128,-58.39951,Apartment,Entire home/apt,1,1593,91
10151570,30715822,Argentina,-34.59784,-58.38645,Apartment,Entire home/apt,1,1460,79
10153221,38658559,Argentina,-34.59134,-58.43113,Apartment,Entire home/apt,1,531,87
10173650,52231941,Argentina,-34.62978,-58.37044,Apartment,Entire home/apt,1,1527,93
10174784,3334331,Argentina,-34.57765,-58.4311,Apartment,Entire home/apt,2,16595,94
10175840,560338,Argentina,-34.59365,-58.38815,Apartment,Entire home/apt,1,2655,93
10176665,1864747,Argentina,-34.61044,-58.42199,House,Private room,1,1128,100
10177407,678997,Argentina,-34.57583,-58.42172,Apartment,Entire home/apt,1,1991,95
10188085,1502158,Argentina,-34.61963,-58.37023,Loft,Private room,1,2323,100
10191100,50823481,Argentina,-34.58987,-58.40264,Apartment,Entire home/apt,1,1593,95
10191139,50823481,Argentina,-34.58988,-58.40264,Apartment,Entire home/apt,1,1394,97
10191595,50823481,Argentina,-34.58987,-58.40264,Condominium,Entire home/apt,1,1394,96
10193474,44919164,Argentina,-34.58749,-58.42128,Apartment,Entire home/apt,1,1527,95
10194660,29704276,Argentina,-34.59608,-58.3851,Apartment,Private room,1,1328,94
10196141,52374424,Argentina,-34.59218,-58.39282,Apartment,Entire home/apt,1,2323,93
10200354,1482817,Argentina,-34.58541,-58.42976,Apartment,Private room,1,1328,91
10203120,52417253,Argentina,-34.55058,-58.44234,Apartment,Entire home/apt,1,4647,94
10205600,52431025,Argentina,-34.59318,-58.38868,Apartment,Entire home/apt,1,2191,100
10220264,52515927,Argentina,-34.63641,-58.44452,Apartment,Entire home/apt,1,2854,94
10223855,52536482,Argentina,-34.59909,-58.37628,Apartment,Entire home/apt,1,2854,100
10225017,52540694,Argentina,-34.55696,-58.46457,Apartment,Entire home/apt,1,3319,100
10225746,10264516,Argentina,-34.60301,-58.37913,Apartment,Entire home/apt,1,2589,95
10227265,1875949,Argentina,-34.58455,-58.44005,Apartment,Entire home/apt,1,6306,84
10231814,52581549,Argentina,-34.59305,-58.42691,Condominium,Entire home/apt,1,6572,97
10233229,52589651,Argentina,-34.58013,-58.4859,Apartment,Entire home/apt,1,3452,94
10239693,19443133,Argentina,-34.61008,-58.4556,Apartment,Entire home/apt,1,1527,96
10239809,3469227,Argentina,-34.60621,-58.39078,Apartment,Entire home/apt,1,2987,88
10241046,52635681,Argentina,-34.58181,-58.44231,Apartment,Entire home/apt,1,2589,96
10244531,52655481,Argentina,-34.56324,-58.45404,Apartment,Entire home/apt,1,3585,87
10245779,373629,Argentina,-34.58284,-58.43237,Apartment,Entire home/apt,1,6638,94
10245781,4280383,Argentina,-34.55099,-58.45934,House,Private room,2,1394,100
10250477,48432008,Argentina,-34.58202,-58.42462,Apartment,Entire home/apt,1,2854,97
10250540,28514633,Argentina,-34.63471,-58.36038,Apartment,Entire home/apt,1,1991,100
10260494,44661287,Argentina,-34.61596,-58.37026,Apartment,Private room,1,797,94
10262841,42114796,Argentina,-34.57605,-58.43002,Apartment,Entire home/apt,2,8629,100
10263156,52767450,Argentina,-34.58631,-58.47901,Apartment,Private room,1,996,94
10264583,8892540,Argentina,-34.61662,-58.39223,House,Entire home/apt,2,11948,94
10278200,17430082,Argentina,-34.59299,-58.42231,Condominium,Entire home/apt,1,1991,95
10296415,52971588,Argentina,-34.55551,-58.45038,Apartment,Entire home/apt,1,1792,87
10296509,52973388,Argentina,-34.6086,-58.42942,Apartment,Entire home/apt,1,2390,97
10298196,9493171,Argentina,-34.59022,-58.40094,Apartment,Entire home/apt,1,2191,99
10311912,51935181,Argentina,-34.57984,-58.42471,Apartment,Entire home/apt,1,2323,90
10312590,27283956,Argentina,-34.55156,-58.45393,Apartment,Entire home/apt,1,1859,80
10314075,53070476,Argentina,-34.5836,-58.4387,Other,Private room,1,1195,98
10314590,53072883,Argentina,-34.59617,-58.41057,Apartment,Private room,2,1328,94
10315574,53078215,Argentina,-34.63484,-58.36149,House,Private room,1,996,83
10316625,32962406,Argentina,-34.60302,-58.44402,Apartment,Private room,1,1394,100
10330416,53160530,Argentina,-34.60807,-58.50318,House,Private room,1,1991,94
10332861,53173782,Argentina,-34.58845,-58.42648,House,Private room,1,1527,100
