id,host_id,country,latitude,longitude,property_type,room_type,bathrooms,price,review_scores_rating
130349,641884,Argentina,-34.60462,-58.37764,Apartment,Private room,1,6638,94
130424,642182,Argentina,-34.57935,-58.43484,Apartment,Entire home/apt,1,3585,98
131145,645495,Argentina,-34.60728,-58.41949,House,Private room,1,730,95
131807,648231,Argentina,-34.5771,-58.4694,Apartment,Private room,1,2323,94
132298,319901,Argentina,-34.59307,-58.40359,Condominium,Entire home/apt,1,4315,98
133043,530261,Argentina,-34.59211,-58.40163,Apartment,Entire home/apt,1,2390,88
133654,426566,Argentina,-34.62053,-58.41653,Apartment,Entire home/apt,1,1527,95
136986,319901,Argentina,-34.58092,-58.42483,Condominium,Entire home/apt,1,7966,98
137017,319901,Argentina,-34.58286,-58.42388,Condominium,Entire home/apt,1,4315,98
137468,671908,Argentina,-34.61198,-58.39505,Apartment,Private room,2,1593,89
138690,676972,Argentina,-34.59092,-58.39503,Apartment,Entire home/apt,1,2854,93
140142,530261,Argentina,-34.59327,-58.39631,Apartment,Entire home/apt,2,2987,87
140271,683383,Argentina,-34.6317,-58.41718,Apartment,Private room,1,3319,94
143173,499278,Argentina,-34.60735,-58.4029,Apartment,Private room,1,1991,94
143211,695054,Argentina,-34.5872,-58.40052,Apartment,Entire home/apt,0,1328,73
144192,698994,Argentina,-34.64889,-58.40792,Apartment,Private room,1,3319,94
144827,319901,Argentina,-34.59468,-58.40493,Apartment,Entire home/apt,1,5974,93
146648,319901,Argentina,-34.59435,-58.40521,Apartment,Entire home/apt,1,3651,97
148284,407702,Argentina,-34.61348,-58.38326,Apartment,Entire home/apt,1,2323,95
150594,716702,Argentina,-34.63438,-58.44546,Apartment,Private room,1,9824,94
152044,731684,Argentina,-34.5841,-58.39924,Apartment,Entire home/apt,1,3319,92
153878,739895,Argentina,-34.59042,-58.3895,Apartment,Entire home/apt,1,4381,91
154427,426566,Argentina,-34.62053,-58.41653,Apartment,Entire home/apt,1,1394,95
154548,576398,Argentina,-34.59575,-58.40686,Loft,Entire home/apt,1,3651,98
154767,426566,Argentina,-34.62032,-58.41602,Apartment,Entire home/apt,1,1394,94
156189,750896,Argentina,-34.60282,-58.42862,Apartment,Entire home/apt,1,3983,94
158056,758728,Argentina,-34.58207,-58.42094,Apartment,Entire home/apt,1,2788,95
159585,772165,Argentina,-34.59294,-58.40048,Apartment,Entire home/apt,1,2987,97
160611,769336,Argentina,-34.56533,-58.43481,Apartment,Private room,1,13276,100
161463,319901,Argentina,-34.58243,-58.42519,Condominium,Entire home/apt,2,9293,98
166846,794906,Argentina,-34.59324,-58.43819,Apartment,Entire home/apt,3,5908,94
168298,802023,Argentina,-34.6056,-58.3955,Apartment,Entire home/apt,1,3983,96
172118,791090,Argentina,-34.58735,-58.42186,Loft,Entire home/apt,2,7766,96
172135,523775,Argentina,-34.58976,-58.3981,Apartment,Entire home/apt,1,3518,98
173681,829429,Argentina,-34.59349,-58.39493,Apartment,Entire home/apt,1,1859,97
174845,319901,Argentina,-34.59452,-58.40384,Condominium,Entire home/apt,1,4315,94
176318,843196,Argentina,-34.61562,-58.36852,Apartment,Entire home/apt,1,3120,95
180692,865765,Argentina,-34.57566,-58.48381,Apartment,Private room,1,4647,94
181627,870611,Argentina,-34.58246,-58.41092,Apartment,Private room,1,8629,98
183454,878481,Argentina,-34.58176,-58.40946,Apartment,Entire home/apt,1,2987,94
186005,893209,Argentina,-34.59804,-58.37688,Apartment,Entire home/apt,2,3983,93
189224,906438,Argentina,-34.61375,-58.38604,Apartment,Private room,1,1792,94
189867,319901,Argentina,-34.59426,-58.40352,Apartment,Entire home/apt,1,3983,96
190829,906438,Argentina,-34.61375,-58.38604,Apartment,Private room,1,1859,80
190830,906438,Argentina,-34.61375,-58.38604,Apartment,Private room,1,1792,90
190988,320183,Argentina,-34.57014,-58.43176,Apartment,Entire home/apt,2,9293,93
191056,923804,Argentina,-34.61366,-58.38855,Apartment,Entire home/apt,1,1792,80
192259,645495,Argentina,-34.60589,-58.42091,House,Private room,1,664,96
192468,864084,Argentina,-34.61227,-58.35992,Apartment,Entire home/apt,1,6439,96
194232,943202,Argentina,-34.57619,-58.43631,Apartment,Entire home/apt,1,2655,93
195571,943202,Argentina,-34.57798,-58.43635,Apartment,Entire home/apt,1,1659,86
196386,956144,Argentina,-34.59153,-58.39268,Apartment,Entire home/apt,1,5310,100
196601,893209,Argentina,-34.60234,-58.37738,Apartment,Entire home/apt,1,2655,88
196832,120567,Argentina,-34.60249,-58.4369,Apartment,Entire home/apt,1,3651,93
197288,961397,Argentina,-34.5913,-58.39037,Apartment,Entire home/apt,1,3253,80
201859,987581,Argentina,-34.5866,-58.3961,Condominium,Entire home/apt,1,1527,98
202861,114309,Argentina,-34.59384,-58.41401,Apartment,Entire home/apt,1,3518,94
203340,530261,Argentina,-34.58104,-58.42544,Apartment,Entire home/apt,1,1991,94
204628,917480,Argentina,-34.58496,-58.42708,Loft,Entire home/apt,1,2655,98
205745,1011896,Argentina,-34.5796,-58.4303,Apartment,Entire home/apt,1,6572,86
205781,1011896,Argentina,-34.57824,-58.42803,Apartment,Entire home/apt,1,8563,89
206738,1011896,Argentina,-34.58028,-58.42801,Apartment,Entire home/apt,1,13940,95
207369,319901,Argentina,-34.59329,-58.40497,Condominium,Entire home/apt,1,3983,94
210040,319901,Argentina,-34.58111,-58.42466,Condominium,Entire home/apt,1,5244,98
217360,1122327,Argentina,-34.59348,-58.40268,Apartment,Entire home/apt,2,5244,94
218781,161327,Argentina,-34.57874,-58.4397,Loft,Entire home/apt,1,2987,98
225905,36441,Argentina,-34.59643,-58.39188,Apartment,Entire home/apt,1,3916,93
227461,1167817,Argentina,-34.59333,-58.39694,Serviced apartment,Entire home/apt,6,58945,100
227498,1167817,Argentina,-34.59333,-58.39694,Serviced apartment,Entire home/apt,3,30800,100
227499,1167817,Argentina,-34.59338,-58.39726,Serviced apartment,Entire home/apt,4,40093,100
228138,1167817,Argentina,-34.59333,-58.39694,Serviced apartment,Entire home/apt,1,13608,99
228183,1167817,Argentina,-34.59333,-58.39694,Serviced apartment,Entire home/apt,1,11285,99
229571,514200,Argentina,-34.58373,-58.4185,Apartment,Entire home/apt,1,6505,90
231500,1210391,Argentina,-34.57633,-58.42071,Apartment,Entire home/apt,1,6638,94
232393,1215660,Argentina,-34.58707,-58.39562,Apartment,Entire home/apt,1,5310,94
232739,1005341,Argentina,-34.58963,-58.4182,Apartment,Entire home/apt,1,2323,98
234002,1225091,Argentina,-34.59158,-58.44547,Loft,Private room,1,1659,91
234757,1229360,Argentina,-34.56912,-58.47117,Bed and breakfast,Shared room,0,664,94
235667,1105513,Argentina,-34.64419,-58.37696,Loft,Entire home/apt,1,4580,97
236858,319901,Argentina,-34.58318,-58.43246,Loft,Entire home/apt,1,5974,98
238513,55825,Argentina,-34.58153,-58.43334,Loft,Entire home/apt,1,3319,92
238619,1192725,Argentina,-34.59321,-58.40081,Apartment,Entire home/apt,1,3053,98
239718,530261,Argentina,-34.58808,-58.42147,Apartment,Entire home/apt,1,4647,93
239853,1257968,Argentina,-34.57855,-58.43244,Apartment,Entire home/apt,1,3651,97
243320,1274087,Argentina,-34.59811,-58.43834,Loft,Entire home/apt,1,2191,80
243373,1091499,Argentina,-34.61019,-58.37326,Condominium,Entire home/apt,1,4315,91
245895,530261,Argentina,-34.5813,-58.42544,Apartment,Entire home/apt,1,1991,96
248848,1122551,Argentina,-34.59963,-58.37864,Apartment,Entire home/apt,1,6970,94
250327,1311901,Argentina,-34.59067,-58.39909,Apartment,Entire home/apt,1,2655,91
253370,1330334,Argentina,-34.60032,-58.41445,Apartment,Entire home/apt,1,1859,93
259745,78281,Argentina,-34.60355,-58.41701,Apartment,Private room,1,19914,97
259843,878481,Argentina,-34.5829,-58.40837,Apartment,Entire home/apt,1,2987,99
262285,1376040,Argentina,-34.58572,-58.44478,Apartment,Entire home/apt,1,1659,94
264704,1388769,Argentina,-34.61734,-58.4004,House,Private room,3,1062,97
264769,319901,Argentina,-34.58082,-58.42296,Condominium,Entire home/apt,1,5310,99
266984,1400016,Argentina,-34.57215,-58.43078,Apartment,Entire home/apt,1,1659,91
267883,1404477,Argentina,-34.60211,-58.39462,Apartment,Entire home/apt,1,5178,100
268446,1388769,Argentina,-34.6177,-58.40072,House,Private room,3,797,96
269115,1409800,Argentina,-34.59039,-58.42791,Serviced apartment,Entire home/apt,1,4647,98
269753,407702,Argentina,-34.61484,-58.38271,Apartment,Entire home/apt,1,2589,92
275832,1441510,Argentina,-34.60625,-58.39294,Apartment,Private room,1,3319,94
275933,419383,Argentina,-34.57999,-58.4078,Apartment,Entire home/apt,1,6638,94
277754,1450121,Argentina,-34.59463,-58.40467,Apartment,Entire home/apt,1,1593,97
278433,1011896,Argentina,-34.57835,-58.42913,Apartment,Entire home/apt,1,11948,91
278637,1011896,Argentina,-34.57959,-58.42925,House,Entire home/apt,1,5310,90
280564,1462651,Argentina,-34.57845,-58.43065,Apartment,Entire home/apt,1,1925,91
281131,36441,Argentina,-34.59643,-58.39188,Apartment,Entire home/apt,1,4514,95
281173,1464508,Argentina,-34.56571,-58.44036,Apartment,Private room,1,664,80
281216,1354852,Argentina,-34.60189,-58.41409,House,Private room,1,1925,94
281785,529048,Argentina,-34.59949,-58.41699,Apartment,Entire home/apt,1,2124,94
281839,1409800,Argentina,-34.59141,-58.42803,Aparthotel,Hotel room,1,4647,99
284823,1482817,Argentina,-34.58573,-58.42833,Apartment,Entire home/apt,1,1593,96
285160,1484394,Argentina,-34.56404,-58.47646,Apartment,Private room,1,3983,94
286518,1481704,Argentina,-34.59168,-58.40358,Apartment,Entire home/apt,1,3784,100
286683,440881,Argentina,-34.58236,-58.43515,Apartment,Entire home/apt,1,3385,93
287215,1494225,Argentina,-34.5926,-58.39264,Apartment,Entire home/apt,1,3651,96
287756,1409800,Argentina,-34.58979,-58.42887,Serviced apartment,Entire home/apt,1,4647,97
288076,50994,Argentina,-34.59376,-58.42903,Bed and breakfast,Private room,1,2655,90
288861,1011896,Argentina,-34.59768,-58.38452,Apartment,Entire home/apt,2,16595,91
290421,1538637,Argentina,-34.58559,-58.4248,Apartment,Entire home/apt,1,2655,98
292830,1515818,Argentina,-34.61172,-58.41118,Apartment,Private room,1,1659,94
292877,1516002,Argentina,-34.59115,-58.42319,Apartment,Private room,2,2124,94
298002,1538637,Argentina,-34.58652,-58.42512,Apartment,Entire home/apt,1,4514,94
298494,1538637,Argentina,-34.58697,-58.42433,Apartment,Entire home/apt,1,2589,98
299360,1409800,Argentina,-34.59207,-58.41525,Apartment,Entire home/apt,1,10621,93
301727,1554264,Argentina,-34.61072,-58.38225,Serviced apartment,Entire home/apt,1,2987,87
302722,1558866,Argentina,-34.58065,-58.40497,Apartment,Entire home/apt,1,3651,91
305215,1011896,Argentina,-34.57829,-58.43092,House,Private room,4,3319,77
305216,1011896,Argentina,-34.57822,-58.42952,House,Entire home/apt,4,66380,87
305313,1570656,Argentina,-34.62998,-58.39582,Apartment,Private room,1,1128,90
306194,737924,Argentina,-34.5891,-58.41062,Apartment,Entire home/apt,1,2655,97
306622,609342,Argentina,-34.61423,-58.3622,Apartment,Entire home/apt,1,19515,92
307438,1581759,Argentina,-34.60031,-58.38902,Apartment,Entire home/apt,1,1859,100
307695,500210,Argentina,-34.60292,-58.40068,Apartment,Private room,2,1726,93
307696,500210,Argentina,-34.60299,-58.40045,Apartment,Private room,1,5178,93
308319,1388769,Argentina,-34.6177,-58.40072,House,Private room,3,797,93
308320,1388769,Argentina,-34.6172,-58.39957,House,Private room,3,996,98
308687,506505,Argentina,-34.56951,-58.45288,Apartment,Private room,0,1195,94
309424,1591202,Argentina,-34.58845,-58.43264,House,Entire home/apt,3,14604,95
309428,1454415,Argentina,-34.61649,-58.3799,Loft,Entire home/apt,1,2987,94
310636,111013,Argentina,-34.56981,-58.43766,Apartment,Entire home/apt,1,2655,87
314655,411077,Argentina,-34.59252,-58.3793,Apartment,Entire home/apt,1,3120,83
315790,1621752,Argentina,-34.58892,-58.42168,Apartment,Private room,1,2522,96
316045,1621693,Argentina,-34.57892,-58.43473,Apartment,Entire home/apt,1,6306,80
316228,3771282,Argentina,-34.57856,-58.43725,Apartment,Entire home/apt,1,11948,100
316251,559463,Argentina,-34.59375,-58.43,Apartment,Entire home/apt,1,1527,87
317484,1621752,Argentina,-34.58992,-58.42236,Apartment,Private room,1,1460,94
317486,1621752,Argentina,-34.58924,-58.42134,Apartment,Private room,1,1527,94
317509,1624246,Argentina,-34.57933,-58.48522,House,Private room,2,2987,96
317759,1569462,Argentina,-34.61215,-58.40142,Apartment,Entire home/apt,1,1460,87
320718,1638132,Argentina,-34.58187,-58.42673,Apartment,Entire home/apt,1,5974,100
320980,3771282,Argentina,-34.57783,-58.43725,Apartment,Entire home/apt,1,9957,94
321644,1647057,Argentina,-34.58488,-58.45399,Apartment,Private room,1,4647,95
322509,1333525,Argentina,-34.57807,-58.43564,Apartment,Entire home/apt,1,2655,95
322936,1653357,Argentina,-34.59062,-58.41544,Apartment,Private room,3,1261,98
323488,1655817,Argentina,-34.58699,-58.42968,Apartment,Entire home/apt,1,1991,94
325631,576398,Argentina,-34.59255,-58.4106,Loft,Entire home/apt,1,5310,98
327888,1675731,Argentina,-34.61963,-58.37212,Apartment,Entire home/apt,1,3784,98
329422,500210,Argentina,-34.60158,-58.40023,Apartment,Private room,1,1460,94
330083,1685810,Argentina,-34.58952,-58.42306,Apartment,Private room,0,1062,96
330153,1683379,Argentina,-34.62341,-58.40474,Apartment,Private room,1,2323,94
331371,1689718,Argentina,-34.59285,-58.4419,Loft,Entire home/apt,1,1726,93
333282,1698050,Argentina,-34.59929,-58.37899,Apartment,Private room,1,1991,96
333497,1699029,Argentina,-34.60872,-58.39567,Apartment,Private room,0,3983,94
335297,836680,Argentina,-34.576,-58.43343,Apartment,Entire home/apt,1,3186,88
335575,1647057,Argentina,-34.58546,-58.45234,House,Private room,1,3651,98
337301,805950,Argentina,-34.60334,-58.39398,Condominium,Entire home/apt,1,5510,88
338066,1717334,Argentina,-34.56329,-58.47559,Apartment,Entire home/apt,1,2987,98
338631,1714257,Argentina,-34.59088,-58.41073,Apartment,Entire home/apt,1,1792,96
338678,1714257,Argentina,-34.5872,-58.40127,Apartment,Entire home/apt,1,1659,94
338752,1714257,Argentina,-34.59563,-58.37487,Apartment,Entire home/apt,1,1659,91
338778,161327,Argentina,-34.57389,-58.42305,Apartment,Entire home/apt,1,2987,92
338961,1720920,Argentina,-34.60018,-58.44309,Apartment,Entire home/apt,1,3717,93
339933,419383,Argentina,-34.57606,-58.40786,Apartment,Private room,1,1195,95
340938,1729925,Argentina,-34.64004,-58.36365,Apartment,Private room,1,6638,94
342401,1737635,Argentina,-34.5985,-58.40579,Apartment,Private room,1,1726,97
344557,1748159,Argentina,-34.5944,-58.40763,Apartment,Entire home/apt,1,2323,95
345126,1445476,Argentina,-34.6118,-58.38455,Apartment,Private room,1,1128,91
348635,805950,Argentina,-34.57867,-58.42826,Condominium,Entire home/apt,1,5310,94
349688,853184,Argentina,-34.58735,-58.42186,Apartment,Entire home/apt,1,2987,98
350436,1775908,Argentina,-34.57367,-58.43337,Apartment,Entire home/apt,2,4447,100
